RANK,WORD,PART OF SPEECH,FREQUENCY,DISPERSION
2676,   fence,n,12390,0.94
3729,   festival,n,7775,0.92
4418,   fever,n,5874,0.95
185,   few,d,197266,0.97
1982,   fewer,d,18223,0.94
2617,   fiber,n,13606,0.88
2786,   fiction,n,11701,0.94
440,   field,n,87243,0.96
4531,   fierce,j,5622,0.96
3020,   fifteen,m,10739,0.91
2520,   fifth,m,13150,0.96
3065,   fifty,m,10524,0.91
677,   fight,v,56886,0.96
1573,   fight,n,23211,0.96
3055,   fighter,n,10306,0.94
3285,   fighting,n,9274,0.94
553,   figure,n,74858,0.92
1081,   figure,v,36137,0.96
1758,   file,n,20832,0.95
1895,   file,v,19416,0.94
687,   fill,v,56915,0.95
594,   film,n,66724,0.95
4419,   filter,n,6210,0.9
890,   final,j,43589,0.97
3479,   final,n,8964,0.89
471,   finally,r,81951,0.97
2833,   finance,n,11501,0.94
3480,   finance,v,8571,0.93
830,   financial,j,47803,0.94
95,   find,v,395203,0.98
1485,   finding,n,28246,0.85
705,   fine,j,55174,0.96
1046,   finger,n,40842,0.88
918,   finish,v,43143,0.95
3802,   finish,n,7585,0.92
654,   fire,n,59386,0.95
1477,   fire,v,25390,0.96
905,   firm,n,44704,0.93
3277,   firm,j,9036,0.97
3855,   firmly,r,7189,0.95
86,   first,m,463566,0.98
2064,   first,r,17332,0.95
3669,   fiscal,j,8005,0.92
950,   fish,n,41488,0.95
4877,   fish,v,5183,0.93
4313,   fisherman,n,6317,0.91
2039,   fishing,n,18103,0.93
3919,   fist,n,7729,0.86
1356,   fit,v,27875,0.96
3428,   fit,j,8550,0.95
3386,   fitness,n,9261,0.9
300,   five,m,125571,0.97
1865,   fix,v,19349,0.96
4378,   fixed,j,6042,0.93
2465,   flag,n,13655,0.95
3227,   flame,n,9716,0.92
3533,   flash,v,8815,0.89
4149,   flash,n,6741,0.91
2592,   flat,j,12899,0.94
3164,   flavor,n,10143,0.91
2965,   flee,v,10508,0.96
4493,   fleet,n,5781,0.94
3236,   flesh,n,9867,0.9
4368,   flexibility,n,6149,0.92
4267,   flexible,j,6312,0.93
1302,   flight,n,29535,0.95
3959,   flip,v,7274,0.91
3166,   float,v,9982,0.92
3617,   flood,n,7986,0.94
4576,   flood,v,5531,0.96
640,   floor,n,62458,0.92
3460,   flour,n,9103,0.88
1997,   flow,n,18469,0.92
2793,   flow,v,11365,0.96
1498,   flower,n,25642,0.93
3817,   fluid,n,7464,0.93
946,   fly,v,41373,0.95
3220,   fly,n,9689,0.93
4954,   flying,j,5056,0.93
689,   focus,v,57177,0.94
1437,   focus,n,26815,0.93
4967,   fog,n,5186,0.91
3525,   fold,v,8630,0.91
1346,   folk,n,28698,0.94
326,   follow,v,119425,0.97
1479,   following,j,26643,0.91
367,   food,n,107728,0.96
4071,   fool,n,6990,0.91
381,   foot,n,107285,0.94
1543,   football,n,25271,0.91
13,   for,i,3281454,0.98
2339,   for,c,14594,0.95
4750,   forbid,v,5167,0.97
373,   force,n,108005,0.95
852,   force,v,44931,0.97
3825,   forehead,n,8123,0.85
690,   foreign,j,57540,0.94
4943,   foreigner,n,5076,0.93
1112,   forest,n,35429,0.94
2099,   forever,r,16890,0.95
875,   forget,v,45571,0.94
3629,   forgive,v,8003,0.93
3797,   fork,n,7742,0.91
524,   form,n,78493,0.92
889,   form,v,44646,0.95
2231,   formal,j,16078,0.91
3772,   format,n,7910,0.9
3070,   formation,n,10553,0.91
443,   former,d,88930,0.94
4732,   formerly,r,5350,0.94
3369,   formula,n,8965,0.94
1847,   forth,r,19531,0.96
4360,   fortunately,r,5974,0.95
2727,   fortune,n,11815,0.96
3768,   forty,m,7692,0.92
4759,   forum,n,5419,0.92
818,   forward,r,47877,0.95
4412,   foster,v,6237,0.89
2687,   found,v,12376,0.93
2275,   foundation,n,15273,0.94
2822,   founder,n,11570,0.93
251,   four,m,150646,0.97
1579,   fourth,m,23227,0.96
4774,   fraction,n,5313,0.94
4788,   fragile,j,5125,0.97
4800,   fragment,n,5308,0.93
1848,   frame,n,20016,0.93
3891,   frame,v,7063,0.95
2993,   framework,n,11710,0.85
4409,   franchise,n,6332,0.88
3592,   frankly,r,8620,0.88
3585,   fraud,n,8176,0.93
474,   free,j,82090,0.97
2875,   free,v,10898,0.97
1151,   freedom,n,34174,0.94
4846,   freely,r,5085,0.96
2831,   freeze,v,11596,0.93
1369,   French,j,27590,0.96
3099,   French,n,9845,0.96
3034,   frequency,n,11284,0.86
3300,   frequent,j,9267,0.93
1824,   frequently,r,20508,0.92
1109,   fresh,j,35974,0.93
3733,   freshman,n,7849,0.91
266,   friend,n,142697,0.96
2784,   friendly,j,11360,0.97
3061,   friendship,n,10130,0.95
26,   from,i,1635914,0.99
1091,   front,i,37363,0.92
1240,   front,j,32087,0.93
1519,   front,n,24402,0.96
4466,   frontier,n,5897,0.93
4837,   frown,v,5903,0.83
3814,   frozen,j,7474,0.93
1672,   fruit,n,22401,0.93
4913,   frustrate,v,4933,0.97
3268,   frustration,n,9005,0.97
4655,   fucking,j,6472,0.8
1567,   fuel,n,23934,0.94
504,   full,j,77547,0.97
3971,   full-time,j,6945,0.94
1504,   fully,r,24842,0.96
1902,   fun,n,18984,0.96
2100,   fun,j,16932,0.94
1449,   function,n,28011,0.88
3270,   function,v,9570,0.91
4277,   functional,j,6736,0.87
755,   fund,n,53859,0.91
3043,   fund,v,10218,0.95
2349,   fundamental,j,15199,0.91
2160,   funding,n,16282,0.94
2908,   funeral,n,11086,0.94
1803,   funny,j,20399,0.94
4751,   fur,n,5466,0.92
2691,   furniture,n,12461,0.92
3242,   furthermore,r,10349,0.86
655,   future,n,58020,0.97
1264,   future,j,31494,0.92
1259,   gain,v,30667,0.95
2215,   gain,n,15822,0.94
3041,   galaxy,n,11159,0.87
3382,   gallery,n,8963,0.93
274,   game,n,146311,0.92
2637,   gang,n,12662,0.94
2139,   gap,n,16216,0.96
3237,   garage,n,9573,0.93
3974,   garbage,n,6933,0.95
1047,   garden,n,38800,0.93
2982,   garlic,n,11449,0.87
1026,   gas,n,38194,0.96
4120,   gasoline,n,6696,0.93
2026,   gate,n,17999,0.94
1354,   gather,v,27659,0.97
4038,   gathering,n,6671,0.96
2073,   gay,j,17428,0.94
3354,   gaze,n,9852,0.86
4479,   gaze,v,6379,0.86
2630,   gear,n,12872,0.93
1838,   gender,n,22190,0.85
2307,   gene,n,15377,0.92
806,   general,j,49657,0.93
2583,   general,r,13256,0.92
2811,   general,n,11344,0.96
1206,   generally,r,33191,0.93
1704,   generate,v,22213,0.92
1029,   generation,n,38323,0.96
3922,   generous,j,6907,0.97
2744,   genetic,j,12069,0.93
4105,   genius,n,6509,0.96
4547,   genre,n,5919,0.9
3421,   gentle,j,8766,0.93
2469,   gentleman,n,14648,0.88
2776,   gently,r,12233,0.9
3784,   genuine,j,7336,0.96
1837,   German,j,20096,0.93
3196,   German,n,9586,0.94
2994,   gesture,n,10739,0.92
39,   get,v,992596,0.94
3292,   ghost,n,9564,0.91
2562,   giant,j,12963,0.95
3898,   giant,n,7102,0.95
1389,   gift,n,27050,0.96
3267,   gifted,j,10941,0.8
364,   girl,n,110409,0.93
3141,   girlfriend,n,9832,0.94
98,   give,v,384503,0.98
3042,   given,j,10622,0.91
2288,   glad,j,15556,0.92
2439,   glance,v,16008,0.82
3721,   glance,n,8122,0.89
823,   glass,n,49686,0.91
4604,   glimpse,n,5567,0.95
1114,   global,j,36381,0.92
4787,   globe,n,5166,0.96
4151,   glory,n,6443,0.96
3121,   glove,n,10218,0.91
35,   go,v,1151045,0.93
682,   goal,n,58728,0.93
4726,   goat,n,5459,0.93
3202,   God,n,9694,0.93
1262,   gold,n,30733,0.95
1835,   golden,j,19852,0.95
1815,   golf,n,20979,0.91
110,   good,j,353973,0.96
2280,   good,n,15259,0.94
3743,   govern,v,7668,0.93
201,   government,n,191314,0.94
1825,   governor,n,20802,0.91
1486,   grab,v,26951,0.89
3707,   grace,n,7634,0.95
1432,   grade,n,27178,0.92
2986,   gradually,r,10537,0.95
2133,   graduate,n,16803,0.93
2631,   graduate,v,12480,0.95
4813,   graduation,n,5218,0.94
3250,   grain,n,9520,0.93
2256,   grand,j,15659,0.93
4443,   grandchild,n,5826,0.95
2974,   grandfather,n,11003,0.91
2518,   grandmother,n,13670,0.92
4735,   grandparent,n,5334,0.95
1921,   grant,v,18598,0.96
3272,   grant,n,9372,0.93
4818,   grape,n,5318,0.92
4218,   grasp,v,6357,0.94
2031,   grass,n,18139,0.93
3706,   grateful,j,7597,0.96
3388,   grave,n,8868,0.94
3993,   gravity,n,7000,0.93
1949,   gray,j,19408,0.9
160,   great,j,225005,0.97
1606,   greatest,j,22673,0.96
3468,   greatly,r,8648,0.93
4104,   Greek,j,6642,0.94
893,   green,j,44673,0.94
2144,   green,n,16776,0.92
3504,   greet,v,8367,0.94
4131,   grief,n,6591,0.94
4198,   grin,v,7242,0.83
4667,   grin,n,5944,0.87
3730,   grip,n,7724,0.93
3328,   grocery,n,9017,0.95
4459,   gross,j,5802,0.95
523,   ground,n,74713,0.97
163,   group,n,229435,0.93
354,   grow,v,110020,0.97
1420,   growing,j,26858,0.95
788,   growth,n,50904,0.93
2798,   guarantee,v,11430,0.96
4834,   guarantee,n,5205,0.94
1291,   guard,n,30159,0.94
3699,   guard,v,7659,0.95
865,   guess,v,48046,0.9
1317,   guest,n,29328,0.95
3906,   guidance,n,7399,0.91
1793,   guide,n,20646,0.93
2991,   guide,v,10524,0.94
3089,   guideline,n,10303,0.92
3663,   guilt,n,7746,0.96
2077,   guilty,j,17596,0.93
3692,   guitar,n,7712,0.95
843,   gun,n,47305,0.94
4340,   gut,n,6067,0.94
365,   guy,n,110409,0.93
3912,   gym,n,7229,0.93
4851,   ha,u,5372,0.9
2327,   habit,n,14501,0.96
3249,   habitat,n,9665,0.92
603,   hair,n,69564,0.89
548,   half,d,70930,0.97
1636,   half,n,22029,0.97
4640,   halfway,r,5695,0.92
1854,   hall,n,20236,0.92
3595,   hallway,n,8717,0.87
174,   hand,n,225247,0.91
2042,   hand,v,18231,0.92
3136,   handful,n,9735,0.95
1243,   handle,v,30634,0.97
3966,   handle,n,7101,0.93
3876,   handsome,j,7512,0.9
870,   hang,v,46632,0.92
217,   happen,v,182714,0.93
4761,   happily,r,5331,0.94
3907,   happiness,n,7036,0.95
748,   happy,j,51669,0.95
4644,   harassment,n,5882,0.89
439,   hard,j,86817,0.97
769,   hard,r,50793,0.95
1754,   hardly,r,20757,0.95
4056,   hardware,n,6951,0.92
3683,   harm,n,7619,0.96
4367,   harm,v,5810,0.97
4722,   harmony,n,5410,0.94
3501,   harsh,j,8092,0.98
4895,   harvest,n,5125,0.94
4985,   harvest,v,5065,0.93
2033,   hat,n,18198,0.92
1535,   hate,v,24921,0.93
4231,   haul,v,6401,0.93
8,   have,v,4303955,0.97
3953,   hay,n,7170,0.92
4933,   hazard,n,5159,0.92
15,   he,p,2909254,0.94
252,   head,n,160131,0.91
937,   head,v,41658,0.95
4806,   headache,n,5256,0.94
3320,   headline,n,9272,0.92
2889,   headquarters,n,11135,0.94
4417,   heal,v,5797,0.96
345,   health,n,117762,0.94
1476,   healthy,j,26009,0.94
195,   hear,v,196070,0.93
1723,   hearing,n,21560,0.94
461,   heart,n,84536,0.96
1012,   heat,n,40363,0.92
4145,   heat,v,6650,0.93
2649,   heaven,n,12461,0.95
2384,   heavily,r,13964,0.97
1008,   heavy,j,39160,0.96
3082,   heel,n,10288,0.93
2057,   height,n,17403,0.95
3126,   helicopter,n,9986,0.93
1464,   hell,n,27278,0.9
2258,   hello,u,16600,0.87
4347,   helmet,n,6203,0.92
167,   help,v,216082,0.98
881,   help,n,43721,0.98
3080,   helpful,j,10120,0.94
3672,   hence,r,8468,0.87
42,   her,a,969591,0.91
106,   her,p,397950,0.89
3607,   herb,n,8279,0.91
96,   here,r,412315,0.93
3201,   heritage,n,9670,0.93
1926,   hero,n,18348,0.97
3885,   hers,p,7770,0.87
793,   herself,p,52915,0.89
3958,   hesitate,v,7462,0.88
1435,   hey,u,27659,0.91
2088,   hi,u,18910,0.85
4034,   hidden,j,6787,0.95
1261,   hide,v,31098,0.94
141,   high,j,255936,0.96
3331,   high,r,8771,0.97
3399,   highlight,v,9119,0.91
1328,   highly,r,29554,0.93
4621,   high-tech,j,5681,0.92
2606,   highway,n,12649,0.96
4506,   hike,v,6111,0.89
2028,   hill,n,18131,0.93
68,   him,p,677707,0.92
370,   himself,p,109288,0.94
3944,   hint,n,6951,0.95
2624,   hip,n,12863,0.93
1500,   hire,v,25073,0.95
25,   his,a,1801708,0.95
1887,   his,p,19663,0.93
3547,   Hispanic,j,8690,0.89
2564,   historian,n,13437,0.92
2516,   historic,j,13507,0.94
1480,   historical,j,27266,0.89
3854,   historically,r,7426,0.92
351,   history,n,114904,0.95
536,   hit,v,73999,0.95
2227,   hit,n,15766,0.93
4395,   hockey,n,6171,0.91
214,   hold,v,177368,0.97
2895,   hold,n,10984,0.95
1217,   hole,n,32302,0.94
1977,   holiday,n,18299,0.94
2396,   holy,j,14090,0.96
225,   home,n,170527,0.96
407,   home,r,97937,0.95
4188,   homeland,n,6726,0.9
3380,   homeless,j,9149,0.92
4831,   homework,n,5093,0.96
2554,   honest,j,12916,0.96
4938,   honestly,r,5042,0.94
2956,   honey,n,11009,0.92
2096,   honor,n,16686,0.96
2742,   honor,v,11653,0.96
3829,   hook,n,7382,0.94
4048,   hook,v,6800,0.94
483,   hope,v,81385,0.96
1149,   hope,n,33019,0.98
4051,   hopefully,r,6986,0.92
3138,   horizon,n,9857,0.94
4461,   hormone,n,6230,0.88
3687,   horn,n,7813,0.94
3788,   horrible,j,7538,0.93
3347,   horror,n,8875,0.95
1286,   horse,n,30993,0.92
648,   hospital,n,58669,0.97
1853,   host,n,19389,0.96
3229,   host,v,9750,0.92
4012,   hostage,n,8605,0.75
4206,   hostile,j,6319,0.95
722,   hot,j,54601,0.95
1005,   hotel,n,39642,0.95
273,   hour,n,138955,0.96
258,   house,n,149251,0.94
2667,   house,v,12268,0.95
1981,   household,n,18450,0.93
2166,   housing,n,16403,0.93
76,   how,r,538893,0.97
285,   however,r,142282,0.91
3895,   hug,v,7478,0.9
914,   huge,j,42582,0.96
3963,   huh,u,7563,0.87
400,   human,j,101224,0.94
1663,   human,n,22022,0.95
3532,   humanity,n,8259,0.95
3119,   humor,n,9654,0.97
622,   hundred,m,61266,0.97
4635,   hunger,n,5460,0.96
3208,   hungry,j,9653,0.93
3451,   hunt,v,8812,0.92
3058,   hunter,n,10839,0.89
2796,   hunting,n,12100,0.9
4561,   hurricane,n,6439,0.83
3646,   hurry,v,8723,0.85
1143,   hurt,v,34445,0.94
638,   husband,n,60126,0.96
3406,   hypothesis,n,9890,0.83
11,   I,p,3978265,0.93
1236,   ice,n,31686,0.95
4404,   icon,n,6030,0.92
312,   idea,n,122140,0.98
2839,   ideal,j,11609,0.92
4510,   ideal,n,5978,0.91
3862,   identical,j,7247,0.94
3317,   identification,n,9793,0.88
771,   identify,v,53484,0.9
1329,   identity,n,31163,0.88
4256,   ideological,j,6793,0.87
3678,   ideology,n,8485,0.87
2705,   ie,r,13724,0.83
40,   if,c,933542,0.97
1382,   ignore,v,27023,0.97
2970,   ill,j,10446,0.97
2087,   illegal,j,17258,0.94
2325,   illness,n,14726,0.95
4362,   illusion,n,6035,0.94
2368,   illustrate,v,15091,0.91
556,   image,n,72216,0.94
2915,   imagination,n,10913,0.95
912,   imagine,v,43487,0.95
2199,   immediate,j,15680,0.95
1145,   immediately,r,33067,0.98
2085,   immigrant,n,17615,0.92
2452,   immigration,n,14526,0.9
4240,   immune,j,6492,0.91
922,   impact,n,43782,0.93
2305,   implement,v,16124,0.88
3568,   implementation,n,9293,0.83
2456,   implication,n,14791,0.88
2819,   imply,v,12061,0.9
4087,   import,n,6944,0.91
1582,   importance,n,24946,0.89
267,   important,j,144194,0.95
4916,   importantly,r,5130,0.93
2353,   impose,v,14881,0.93
1615,   impossible,j,22233,0.98
3081,   impress,v,9896,0.96
2559,   impression,n,12746,0.97
3286,   impressive,j,9100,0.95
998,   improve,v,40214,0.94
4168,   improved,j,6720,0.91
1952,   improvement,n,18977,0.92
4749,   impulse,n,5305,0.95
6,   in,i,6996437,0.98
128,   in,r,285035,0.98
3038,   in,c,9996,0.97
2750,   incentive,n,12105,0.92
1994,   incident,n,17880,0.96
293,   include,v,133563,0.93
394,   including,i,103650,0.94
1141,   income,n,34925,0.93
2623,   incorporate,v,13310,0.9
660,   increase,v,60442,0.93
1267,   increase,n,31247,0.93
1999,   increased,j,18984,0.9
2387,   increasing,j,14886,0.91
1594,   increasingly,r,23529,0.93
3054,   incredible,j,10342,0.93
4314,   incredibly,r,6141,0.94
851,   indeed,r,46184,0.95
2311,   independence,n,15259,0.92
1271,   independent,j,31044,0.93
2644,   index,n,12751,0.93
1441,   Indian,j,27100,0.92
2340,   Indian,n,15021,0.92
786,   indicate,v,53215,0.89
3401,   indication,n,8715,0.95
3927,   indicator,n,7574,0.88
3713,   indigenous,j,8785,0.83
763,   individual,n,54738,0.89
981,   individual,j,42325,0.9
1927,   industrial,j,19413,0.92
552,   industry,n,73055,0.94
3597,   inevitable,j,7889,0.96
4701,   inevitably,r,5420,0.94
3063,   infant,n,10205,0.94
2715,   infection,n,12402,0.92
3225,   inflation,n,9758,0.92
1399,   influence,n,28387,0.91
1806,   influence,v,21448,0.89
4334,   influential,j,6161,0.93
2196,   inform,v,15725,0.95
4579,   informal,j,5931,0.89
315,   information,n,127331,0.94
3645,   infrastructure,n,7961,0.93
2613,   ingredient,n,13382,0.9
4981,   inherent,j,5339,0.88
4519,   inherit,v,5563,0.97
1957,   initial,j,19019,0.92
2738,   initially,r,12022,0.94
3557,   initiate,v,8630,0.9
2157,   initiative,n,16445,0.93
3755,   injure,v,7574,0.94
1562,   injury,n,23935,0.94
4135,   inmate,n,6718,0.92
2472,   inner,j,13545,0.95
2799,   innocent,j,11530,0.95
3690,   innovation,n,8099,0.9
4484,   innovative,j,5921,0.92
4160,   input,n,7004,0.88
3396,   inquiry,n,9136,0.91
3434,   insect,n,8814,0.92
4345,   insert,v,6067,0.94
967,   inside,i,40856,0.95
1303,   inside,r,30715,0.91
3980,   inside,n,6955,0.94
2863,   insight,n,11591,0.92
1366,   insist,v,27205,0.97
3622,   inspection,n,8128,0.93
3582,   inspector,n,8652,0.88
4098,   inspiration,n,6584,0.95
2319,   inspire,v,14771,0.95
2528,   install,v,13584,0.92
4488,   installation,n,5938,0.92
2981,   instance,n,10885,0.92
4502,   instant,j,5765,0.94
4725,   instant,n,5755,0.88
4210,   instantly,r,6476,0.93
997,   instead,r,39051,0.97
1069,   instead,i,36247,0.97
4280,   instinct,n,6076,0.96
990,   institution,n,42153,0.9
3233,   institutional,j,10397,0.86
4286,   instruct,v,6117,0.95
1572,   instruction,n,25190,0.89
4369,   instructional,j,7014,0.81
3239,   instructor,n,9912,0.9
1621,   instrument,n,23831,0.91
1201,   insurance,n,32928,0.94
4679,   intact,j,5350,0.96
3459,   integrate,v,9060,0.89
4850,   integrated,j,5455,0.89
3609,   integration,n,8847,0.85
3494,   integrity,n,8463,0.94
2880,   intellectual,j,11842,0.89
4685,   intellectual,n,5773,0.89
1424,   intelligence,n,27555,0.92
3745,   intelligent,j,7373,0.97
1544,   intend,v,23554,0.97
2315,   intense,j,14452,0.97
3329,   intensity,n,9238,0.92
4002,   intent,n,6879,0.94
2540,   intention,n,13207,0.94
4388,   interact,v,6247,0.9
2090,   interaction,n,19144,0.84
417,   interest,n,96620,0.95
1287,   interested,j,29155,0.98
1076,   interesting,j,37473,0.93
4473,   interfere,v,5709,0.96
3506,   interior,n,8370,0.94
3990,   interior,j,6931,0.94
1741,   internal,j,22025,0.91
501,   international,j,81610,0.93
1475,   Internet,n,26983,0.9
2783,   interpret,v,12321,0.89
2401,   interpretation,n,15613,0.86
3435,   interrupt,v,8757,0.93
4697,   interval,n,5708,0.89
1940,   intervention,n,21021,0.84
947,   interview,n,41594,0.95
2274,   interview,v,15687,0.92
4259,   intimate,j,6143,0.96
65,   into,i,668172,0.97
1230,   introduce,v,31345,0.96
2926,   introduction,n,11483,0.9
4560,   invade,v,5653,0.94
3323,   invasion,n,9412,0.91
3426,   invent,v,8461,0.96
4828,   invention,n,5211,0.94
4005,   inventory,n,7090,0.92
2015,   invest,v,18080,0.94
1816,   investigate,v,20117,0.94
1179,   investigation,n,33849,0.94
2286,   investigator,n,15258,0.94
1044,   investment,n,38810,0.93
1714,   investor,n,22410,0.91
3847,   invisible,j,7355,0.94
4110,   invitation,n,6460,0.97
1610,   invite,v,22158,0.98
657,   involve,v,59542,0.94
1178,   involved,j,33428,0.95
2331,   involvement,n,15640,0.89
1662,   Iraqi,j,25446,0.82
2955,   Irish,j,10833,0.94
2300,   iron,n,15043,0.94
4861,   ironically,r,5154,0.94
4383,   irony,n,5818,0.97
3538,   Islam,n,8755,0.89
2619,   Islamic,j,13323,0.9
1521,   island,n,24311,0.96
4003,   isolate,v,6920,0.94
4657,   isolated,j,5482,0.95
4315,   isolation,n,6251,0.92
2102,   Israeli,j,17967,0.89
3915,   Israeli,n,7673,0.87
248,   issue,n,156417,0.94
1875,   issue,v,19300,0.95
10,   it,p,3872477,0.96
2660,   Italian,j,12384,0.95
1034,   item,n,40336,0.91
78,   its,a,539719,0.96
557,   itself,p,71093,0.96
2287,   jacket,n,15692,0.91
2551,   jail,n,13324,0.93
1731,   Japanese,j,21800,0.92
3889,   Japanese,n,7419,0.91
4304,   jar,n,6284,0.92
4130,   jaw,n,6922,0.9
3887,   jazz,n,7220,0.94
3450,   jeans,n,8851,0.91
3170,   jet,n,9690,0.95
2022,   Jew,n,17893,0.95
4229,   jewelry,n,6338,0.94
1809,   Jewish,j,20196,0.94
244,   job,n,154743,0.96
506,   join,v,80609,0.93
2238,   joint,j,15444,0.95
2266,   joke,n,15284,0.95
4591,   joke,v,5576,0.95
2804,   journal,n,11849,0.92
4574,   journalism,n,5684,0.93
2116,   journalist,n,16858,0.93
2431,   journey,n,13599,0.97
2840,   joy,n,11171,0.96
1119,   judge,n,35464,0.94
1764,   judge,v,20320,0.97
1913,   judgment,n,19315,0.93
3968,   judicial,j,7213,0.91
2329,   juice,n,15388,0.9
1353,   jump,v,28504,0.94
4318,   jump,n,6088,0.95
4557,   jungle,n,5693,0.94
2473,   junior,j,13797,0.93
4700,   jurisdiction,n,5691,0.9
4112,   juror,n,7497,0.83
1660,   jury,n,24072,0.87
66,   just,r,677711,0.94
1823,   just,j,20096,0.94
1490,   justice,n,25377,0.95
2857,   justify,v,11409,0.93
156,   keep,v,231760,0.96
1097,   key,j,36056,0.95
1472,   key,n,25436,0.96
1829,   kick,v,20092,0.94
313,   kid,n,126428,0.95
4997,   kid,v,5094,0.92
425,   kill,v,92660,0.95
2635,   killer,n,12631,0.94
3311,   killing,n,9109,0.95
250,   kind,n,155032,0.95
1423,   kind,r,29474,0.86
2359,   king,n,14445,0.95
4534,   kingdom,n,5674,0.95
2324,   kiss,v,16128,0.87
4015,   kiss,n,7195,0.9
4058,   kit,n,6912,0.92
1055,   kitchen,n,39332,0.91
1497,   knee,n,25912,0.92
4986,   kneel,v,5467,0.86
2261,   knife,n,15792,0.92
2105,   knock,v,17146,0.93
47,   know,v,892535,0.93
842,   knowledge,n,50335,0.88
4399,   known,j,5892,0.95
3555,   Korean,j,8441,0.92
2108,   lab,n,16498,0.96
2642,   label,n,12497,0.95
3616,   label,v,7969,0.95
1158,   labor,n,34400,0.93
3156,   laboratory,n,9972,0.92
1235,   lack,n,32157,0.93
1990,   lack,v,18215,0.94
4556,   ladder,n,5720,0.93
1526,   lady,n,25436,0.92
2204,   lake,n,15836,0.94
3973,   lamp,n,7290,0.9
567,   land,n,69750,0.96
2044,   land,v,17401,0.96
3723,   landing,n,7646,0.94
4769,   landmark,n,5332,0.93
1841,   landscape,n,20171,0.93
4177,   lane,n,6540,0.93
723,   language,n,55799,0.92
3387,   lap,n,9260,0.9
221,   large,j,175611,0.96
1689,   largely,r,22097,0.93
3932,   laser,n,7197,0.93
130,   last,m,289843,0.95
1687,   last,v,21219,0.97
3636,   last,r,8415,0.89
438,   late,j,86421,0.98
1814,   late,r,19727,0.96
4068,   lately,r,6696,0.95
296,   later,r,126495,0.98
2191,   later,j,15734,0.95
2549,   Latin,j,13797,0.9
2749,   latter,d,12527,0.89
864,   laugh,v,48567,0.89
3626,   laugh,n,8164,0.92
3427,   laughter,n,9019,0.9
1756,   launch,v,20767,0.95
4944,   launch,n,5080,0.93
4992,   laundry,n,5063,0.93
288,   law,n,133706,0.95
4736,   lawmaker,n,5755,0.88
2975,   lawn,n,10815,0.93
2681,   lawsuit,n,12656,0.91
819,   lawyer,n,47853,0.95
805,   lay,v,49358,0.94
2187,   layer,n,16250,0.92
319,   lead,v,122691,0.97
1577,   lead,n,23301,0.96
464,   leader,n,85438,0.95
1311,   leadership,n,30047,0.93
2208,   leading,j,15665,0.95
1568,   leaf,n,24044,0.93
1965,   league,n,19766,0.88
1530,   lean,v,26896,0.86
3655,   leap,v,8376,0.89
305,   learn,v,124346,0.97
1462,   learning,n,28869,0.85
303,   least,r,123961,0.98
2967,   leather,n,11155,0.91
150,   leave,v,240482,0.96
4839,   leave,n,5087,0.96
3558,   lecture,n,8278,0.93
772,   left,j,50479,0.95
859,   leg,n,47477,0.91
3217,   legacy,n,9461,0.95
886,   legal,j,44820,0.95
4615,   legally,r,5484,0.96
3412,   legend,n,8660,0.95
2034,   legislation,n,17934,0.94
3577,   legislative,j,8384,0.91
4674,   legislator,n,5593,0.92
4407,   legislature,n,6027,0.92
3223,   legitimate,j,9543,0.94
3207,   lemon,n,10095,0.89
3583,   lend,v,7961,0.96
1870,   length,n,19624,0.94
3580,   lens,n,8313,0.92
478,   less,r,82930,0.95
620,   less,d,62154,0.96
1332,   lesson,n,28623,0.96
159,   let,v,240300,0.93
629,   letter,n,60369,0.98
339,   level,n,121704,0.91
4801,   level,j,5367,0.92
4164,   liability,n,6775,0.9
2009,   liberal,j,18228,0.93
4626,   liberal,n,5677,0.92
3870,   liberty,n,7442,0.91
2148,   library,n,16314,0.95
2894,   license,n,10943,0.95
4711,   lid,n,5558,0.92
752,   lie,v,51657,0.95
2867,   lie,n,11199,0.95
114,   life,n,333085,0.98
3118,   lifestyle,n,9904,0.94
2791,   lifetime,n,11293,0.97
1350,   lift,v,29354,0.92
465,   light,n,87427,0.93
1310,   light,j,29731,0.94
2417,   light,v,14720,0.91
4768,   light,i,5458,0.91
4910,   lighting,n,5081,0.94
3424,   lightly,r,8893,0.92
4614,   lightning,n,5674,0.93
74,   like,i,568850,0.96
208,   like,v,182341,0.95
1123,   like,c,35636,0.93
1684,   like,j,21723,0.95
2702,   like,r,13238,0.87
4649,   likelihood,n,5790,0.9
625,   likely,j,63002,0.94
2789,   likely,r,11551,0.95
4578,   likewise,r,5821,0.91
3677,   limb,n,8018,0.92
1355,   limit,v,28901,0.93
1683,   limit,n,21714,0.95
3045,   limitation,n,11038,0.88
1995,   limited,j,18532,0.92
277,   line,n,135986,0.98
2504,   line,v,13373,0.95
1743,   link,v,21335,0.94
2202,   link,n,15738,0.94
4350,   lion,n,6075,0.94
1590,   lip,n,25250,0.87
4403,   liquid,n,5948,0.94
4805,   liquid,j,5265,0.94
762,   list,n,50678,0.96
2095,   list,v,17006,0.94
610,   listen,v,64984,0.94
4613,   listener,n,5621,0.93
2492,   literally,r,13425,0.95
2723,   literary,j,12801,0.88
1558,   literature,n,26254,0.86
257,   little,j,149658,0.94
437,   little,r,88697,0.95
848,   little,d,45469,0.97
210,   live,v,176144,0.98
2076,   live,j,17365,0.94
